10000,2016-01-01 04:00:35.477,2016-01-01 04:00:34.000,1891,-23.652967,-46.776522,13797,64,8023
10001,2016-01-01 04:00:35.480,2016-01-01 04:00:35.000,461,-23.512178,-46.739757,12702,64,20007
10002,2016-01-01 04:00:35.480,2016-01-01 04:00:34.000,2339,-23.491529999999997,-46.435325,35108,64,7395
10003,2016-01-01 04:00:35.480,2016-01-01 04:00:34.000,2072,-23.551008,-46.738313,38362,0,7893
10004,2016-01-01 04:00:35.493,2016-01-01 04:00:31.000,33913,-23.768722,-46.662038,40602,0,8111
10005,2016-01-01 04:00:35.503,2016-01-01 04:00:34.000,35103,-23.520667,-46.475,36893,64,7501
10006,2016-01-01 04:00:35.507,2016-01-01 04:00:34.000,1034,-23.552828,-46.476857,42324,0,0
10007,2016-01-01 04:00:35.513,2016-01-01 04:00:34.000,1898,-23.678407,-46.787633,40348,0,0
10008,2016-01-01 04:00:35.517,2016-01-01 04:00:35.000,2179,-23.570442,-46.437975,57575,0,9551
10009,2016-01-01 04:00:35.517,2016-01-01 04:00:35.000,634,-23.457805,-46.606838,9961,64,7376
10010,2016-01-01 04:00:35.517,2016-01-01 04:00:34.000,1202,-23.67266,-46.778498,40094,64,0
10011,2016-01-01 04:00:35.517,2016-01-01 04:00:35.000,34903,-23.49819,-46.745077,12328,64,20008
10012,2016-01-01 04:00:35.520,2016-01-01 04:00:35.000,116,-23.465048,-46.652471999999996,11380,64,7377
10013,2016-01-01 04:00:35.520,2016-01-01 04:00:34.000,2215,-23.569952999999998,-46.438683000000005,57655,0,9551
10014,2016-01-01 04:00:35.527,2016-01-01 04:00:13.000,34140,-23.504302,-46.757232,47661,0,7890
10015,2016-01-01 04:00:35.533,2016-01-01 04:00:34.000,34966,-23.570732999999997,-46.437763000000004,57590,0,9551
10016,2016-01-01 04:00:35.537,2016-01-01 04:00:34.000,1887,-23.6491,-46.785148,40234,0,9993
10017,2016-01-01 04:00:35.537,2016-01-01 04:00:35.000,456,-23.497033,-46.744890000000005,11807,64,20008
10018,2016-01-01 04:00:35.537,2016-01-01 04:00:35.000,456,-23.498357000000002,-46.743958,12344,64,20008
