58450,-23.446166,-46.784039,1,9.1092196
58450,-23.446095,-46.784084,2,9.1092196
58450,-23.445961,-46.784168,3,26.253292
58450,-23.445867,-46.784199,4,69.225739
58450,-23.4456,-46.784321,5,69.225739
58450,-23.445351,-46.78441,6,193.99034
58450,-23.444585,-46.784844,7,207.81335
58450,-23.444515,-46.784956,8,217.44156
58450,-23.444509,-46.78505,9,217.44156
58450,-23.444548,-46.785144,10,227.97331
58450,-23.444605,-46.785198,11,236.358
58450,-23.444698,-46.785227,12,247.07556
58450,-23.445105,-46.785253,13,292.22916
58450,-23.445178,-46.785249,14,300.32443
58450,-23.445287,-46.785236,15,312.46915
58450,-23.445391,-46.785196,16,324.69104
58450,-23.445767,-46.784993,17,371.2135
58450,-23.446339,-46.78539,18,446.43823
58450,-23.445676,-46.78569,19,568.45929
58450,-23.445302,-46.785781,20,584.14673
58450,-23.445165,-46.78582,21,584.14673
58450,-23.444086,-46.785749,22,703.86633
58450,-23.444479,-46.78644,23,786.81244
58450,-23.443567,-46.786212,24,890.46887
58450,-23.443142,-46.786329,25,973.47986
58450,-23.442834,-46.786282,26,973.47986
58450,-23.442468,-46.786227,27,1014.4022
58450,-23.441371,-46.78602,28,1137.7229
58450,-23.441034,-46.785952,29,1175.687
58450,-23.440968,-46.78594,30,1183.0988
58450,-23.440797,-46.785904,31,1259.9675
58450,-23.440282,-46.785827,32,1287.6821
58450,-23.440032,-46.785839,33,1336.6981
58450,-23.439598,-46.785745,34,1471.4264
58450,-23.438396,-46.785542,35,1480.5531
58450,-23.438329,-46.78549,36,1486.2986
58450,-23.438287,-46.785457,37,1498.3298
58450,-23.438187,-46.785411,38,1509.5272
58450,-23.438086,-46.785406,39,1522.2246
58450,-23.437973,-46.785427,40,1535.0745
58450,-23.437863,-46.785467,41,1550.3619
58450,-23.437735,-46.785523,42,1565.7228
58450,-23.437617,-46.785602,43,1587.8267
58450,-23.437442,-46.785706,44,1587.8267
58450,-23.437158,-46.785669,45,1655.5371
58450,-23.436833,-46.785685,46,1686.7192
58450,-23.436554,-46.785726,47,1744.5071
